西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,採取位置,C_全窒素_最小値,全窒素_最小値,C_全窒素_最大値,全窒素_最大値,m_全窒素,n_全窒素,C_全窒素_日間平均値_平均値,全窒素_日間平均値_平均値,C_全燐_最小値,全燐_最小値,C_全燐_最大値,全燐_最大値,m_全燐,n_全燐,C_全燐_日間平均値_平均値,全燐_日間平均値_平均値
2001,0110010,01,001,01,0,99,#,0.36,#,0.99,999,4,#,0.56,#,0.012,#,0.021,999,4,#,0.016
2001,0110030,01,002,02,0,99,#,0.37,#,0.9,999,12,#,0.53,#,0.011,#,0.088,999,12,#,0.026
2001,0114370,01,002,53,0,99,#,0.32,#,2.6,999,6,#,0.85,#,0.014,#,0.12,999,6,#,0.045
2001,0110060,01,004,01,0,99,#,0.52,#,1.2,999,12,#,0.85,#,0.034,#,0.13,999,12,#,0.055
2001,0113460,01,004,02,0,99,#,0.53,#,1.1,999,12,#,0.8,#,0.031,#,0.21,999,12,#,0.063
2001,0110070,01,004,51,0,99,#,0.64,#,1.6,999,12,#,1.1,#,0.04,#,0.17,999,12,#,0.073
2001,0110080,01,004,52,0,99,#,0.28,#,0.35,999,2,#,0.32,#,0.078,#,0.14,999,2,#,0.11
2001,0110090,01,004,53,0,99,#,0.6,#,1.1,999,12,#,0.78,#,0.032,#,0.18,999,12,#,0.057
2001,0110100,01,004,54,0,99,#,0.66,#,0.88,999,4,#,0.78,#,0.01,#,0.024,999,4,#,0.016
2001,0110110,01,004,55,0,99,#,0.58,#,1.7,999,12,#,0.94,#,0.035,#,0.31,999,12,#,0.081
2001,0110140,01,005,02,0,99,#,0.12,#,0.41,999,12,#,0.24,#,0.008,#,0.034,999,12,#,0.013
2001,0110130,01,005,52,0,99,<,0.05,#,1.1,999,6,#,0.44,#,0.005,#,0.062,999,6,#,0.021
2001,0110160,01,006,02,0,99,#,0.87,#,2,999,12,#,1.5,#,0.012,#,0.049,999,12,#,0.029
2001,0114230,01,006,52,0,99,#,0.78,#,1.5,999,4,#,1.2,#,0.022,#,0.19,999,4,#,0.091
2001,0114400,01,006,53,0,99,#,0.39,#,1.4,999,4,#,0.73,#,0.013,#,0.16,999,4,#,0.072
2001,0110170,01,007,01,0,99,#,1.4,#,2.6,999,12,#,2.1,#,0.039,#,0.099,999,12,#,0.067
2001,0110180,01,007,51,0,99,#,1.4,#,2.6,999,12,#,2.1,#,0.038,#,0.15,999,12,#,0.07
2001,0110190,01,007,52,0,99,#,0.99,#,1.9,999,12,#,1.4,#,0.013,#,0.067,999,12,#,0.036
2001,0110220,01,008,52,0,99,#,0.58,#,1.8,999,3,#,1.1,#,0.026,#,0.044,999,3,#,0.035
2001,0110240,01,009,01,0,99,#,0.2,#,1.3,999,12,#,0.63,#,0.005,#,0.03,999,12,#,0.015
2001,0110250,01,010,01,0,99,#,1.2,#,2.8,999,12,#,2,#,0.025,#,0.097,999,12,#,0.045
2001,0110260,01,010,02,0,99,#,1,#,2.9,999,12,#,1.9,#,0.025,#,0.11,999,12,#,0.048
2001,0110270,01,010,03,0,99,#,0.88,#,2.4,999,12,#,1.7,#,0.024,#,0.094,999,12,#,0.048
2001,0110310,01,011,01,0,99,#,0.58,#,1.3,999,12,#,0.85,#,0.014,#,0.06,999,12,#,0.032
2001,0114430,01,011,51,0,99,#,0.37,#,0.46,999,4,#,0.41,#,0.029,#,0.18,999,4,#,0.097
2001,0110320,01,012,01,0,99,#,0.59,#,1.5,999,12,#,1.1,#,0.022,#,0.095,999,12,#,0.046
2001,0110330,01,013,01,0,99,#,0.54,#,1.5,999,12,#,1,#,0.023,#,0.082,999,12,#,0.044
2001,0110340,01,014,01,0,99,#,0.49,#,1.1,999,4,#,0.73,#,0.04,#,0.19,999,4,#,0.11
2001,0110350,01,015,01,0,99,#,0.71,#,1.8,999,12,#,1.1,#,0.029,#,0.079,999,12,#,0.054
2001,0110360,01,016,01,0,99,#,0.13,#,0.51,999,12,#,0.28,#,0.011,#,0.031,999,12,#,0.02
2001,0110370,01,017,01,0,99,#,0.21,#,0.75,999,12,#,0.4,#,0.016,#,0.05,999,12,#,0.033
2001,0110380,01,018,01,0,99,#,0.47,#,1.5,999,24,#,1,#,0.024,#,0.1,999,24,#,0.06
2001,0110400,01,019,01,0,99,#,0.27,#,0.65,999,12,#,0.46,#,0.004,#,0.033,999,12,#,0.012
2001,0110410,01,020,01,0,99,#,0.27,#,0.72,999,12,#,0.48,#,0.008,#,0.085,999,12,#,0.02
2001,0110420,01,021,01,0,99,#,0.22,#,0.51,999,12,#,0.38,#,0.006,#,0.037,999,12,#,0.014
2001,0110430,01,022,01,0,99,#,0.05,#,0.48,999,6,#,0.29,<,0.003,#,0.022,999,6,#,0.011
2001,0110440,01,023,01,0,99,#,0.23,#,1.2,999,6,#,0.74,#,0.011,#,0.087,999,6,#,0.047
2001,0110450,01,024,01,0,99,#,0.24,#,1,999,12,#,0.55,#,0.008,#,0.058,999,12,#,0.028
2001,0113990,01,024,55,0,99,#,0.28,#,0.85,999,12,#,0.55,#,0.014,#,0.063,999,12,#,0.032
2001,0110550,01,029,01,0,99,#,0.33,#,1,999,12,#,0.75,#,0.005,#,0.043,999,12,#,0.016
2001,0110570,01,030,01,0,99,#,0.39,#,1.3,999,12,#,0.72,#,0.011,#,0.056,999,12,#,0.027
2001,0110600,01,033,01,0,99,#,0.64,#,1.5,999,12,#,1.1,#,0.021,#,0.036,999,12,#,0.028
2001,0110610,01,033,51,0,99,#,0.31,#,1.2,999,12,#,0.69,#,0.011,#,0.029,999,12,#,0.017
2001,0110620,01,034,01,0,99,#,0.51,#,1,999,4,#,0.8,#,0.025,#,0.31,999,4,#,0.14
2001,0114090,01,034,51,0,99,#,0.22,#,0.85,999,4,#,0.54,#,0.023,#,0.3,999,4,#,0.13
2001,0114130,01,034,52,0,99,#,0.33,#,0.77,999,4,#,0.53,#,0.023,#,0.25,999,4,#,0.12
2001,0110630,01,035,01,0,99,#,0.86,#,1.5,999,4,#,1.1,#,0.053,#,0.25,999,4,#,0.15
2001,0110710,01,042,01,0,99,#,0.97,#,1.8,999,4,#,1.3,#,0.07,#,0.27,999,4,#,0.16
2001,0110740,01,043,01,0,99,#,0.39,#,0.61,999,4,#,0.49,#,0.027,#,0.051,999,4,#,0.037
2001,0110750,01,044,01,0,99,#,0.72,#,1,999,4,#,0.82,#,0.035,#,0.092,999,4,#,0.052
2001,0110760,01,045,01,0,99,#,1.1,#,1.3,999,4,#,1.2,#,0.021,#,0.081,999,4,#,0.045
2001,0110770,01,046,01,0,99,#,0.79,#,3,999,4,#,1.5,#,0.034,#,0.12,999,4,#,0.064
2001,0110780,01,047,01,0,99,#,0.48,#,0.9,999,12,#,0.71,#,0.023,#,0.046,999,12,#,0.034
2001,0110790,01,048,01,0,99,#,0.44,#,1.2,999,12,#,0.74,#,0.037,#,0.11,999,12,#,0.058
2001,0110820,01,050,01,0,99,#,0.58,#,1.2,999,12,#,0.8,#,0.036,#,0.085,999,12,#,0.057
2001,0110840,01,051,01,0,99,#,1.4,#,3.2,999,12,#,2.5,#,0.068,#,0.14,999,12,#,0.1
2001,0113820,01,057,51,0,99,#,0.99,#,9.6,999,12,#,3.4,#,0.036,#,3.7,999,12,#,0.71
2001,0110950,01,060,01,0,99,#,0.28,#,0.57,999,12,#,0.42,#,0.004,#,0.037,999,12,#,0.018
2001,0110980,01,062,01,0,99,#,0.18,#,1.2,999,12,#,0.41,#,0.009,#,0.098,999,12,#,0.027
