西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,m_ダイオキシン（水質）,n_ダイオキシン（水質）,C_ダイオキシン（水質）_最大値,ダイオキシン（水質）_最大値,C_ダイオキシン（水質）_平均値,ダイオキシン（水質）_平均値,m_ダイオキシン（底質）,n_ダイオキシン（底質）,C_ダイオキシン（底質）_最大値,ダイオキシン（底質）_最大値,C_ダイオキシン（底質）_平均値,ダイオキシン（底質）_平均値
2002,0210360,02,010,62,0,1,#,0.083,#,0.083,999,1,#,0.37,#,0.37
2002,0210450,02,012,01,0,1,#,0.074,#,0.074,999,1,#,0.24,#,0.24
2002,0210570,02,014,02,0,1,#,0.073,#,0.073,999,1,#,0.24,#,0.24
2002,0210630,02,015,02,0,1,#,0.63,#,0.63,999,1,#,0.88,#,0.88
2002,0210650,02,016,01,0,1,#,0.078,#,0.078,999,1,#,1.1,#,1.1
2002,0210670,02,018,01,0,1,#,0.076,#,0.076,999,1,#,1,#,1
2002,0210690,02,019,01,0,1,#,0.069,#,0.069,999,1,#,2.7,#,2.7
2002,0210930,02,028,01,0,1,#,0.1,#,0.1,999,1,#,0.25,#,0.25
2002,0210980,02,030,01,0,1,#,0.13,#,0.13,999,1,#,0.35,#,0.35
2002,0211010,02,032,01,0,1,#,0.44,#,0.44,999,1,#,4.1,#,4.1
2002,0211020,02,032,51,0,1,#,0.24,#,0.24,999,1,#,0.25,#,0.25
2002,0211110,02,034,02,0,1,#,0.072,#,0.072,999,1,#,0.88,#,0.88
2002,0211140,02,036,01,0,1,#,0.067,#,0.067,999,1,#,0.24,#,0.24
2002,0211180,02,038,01,0,1,#,0.082,#,0.082,999,1,#,1.7,#,1.7
2002,0211220,02,039,02,0,1,#,0.11,#,0.11,999,1,#,0.29,#,0.29
2002,0211260,02,042,01,0,1,#,0.072,#,0.072,999,1,#,0.27,#,0.27
2002,0211290,02,044,01,0,1,#,0.088,#,0.088,999,1,#,1.1,#,1.1
2002,0211350,02,046,02,0,1,#,0.071,#,0.071,999,1,#,0.49,#,0.49
2002,0211380,02,047,01,0,1,#,0.067,#,0.067,999,1,#,0.25,#,0.25
2002,0211410,02,049,01,0,1,#,0.068,#,0.068,999,1,#,0.24,#,0.24
2002,0213000,02,053,01,0,1,#,0.2,#,0.2,999,1,#,14,#,14
2002,0213020,02,054,01,0,2,#,0.17,#,0.12,999,2,#,4,#,3.5
2002,0213160,02,054,68,0,1,#,0.15,#,0.15,999,1,#,0.31,#,0.31
2002,0213180,02,054,72,0,1,#,0.29,#,0.29,999,1,#,0.27,#,0.27
2002,0214460,02,054,74,0,1,#,0.21,#,0.21,999,1,#,0.25,#,0.25
2002,0213200,02,055,01,0,1,#,0.34,#,0.34,999,1,#,0.26,#,0.26
2002,0213220,02,056,01,0,1,#,0.33,#,0.33,999,1,#,0.36,#,0.36
2002,0213230,02,057,01,0,1,#,0.068,#,0.068,999,1,#,0.23,#,0.23
2002,0213260,02,058,01,0,1,#,0.32,#,0.32,999,1,#,4.1,#,4.1
2002,0211950,02,060,01,0,1,#,0.24,#,0.24,999,1,#,11,#,11
2002,0214590,02,201,02,0,1,#,0.29,#,0.29,999,1,#,1.8,#,1.8
2002,0211510,02,203,02,0,1,#,0.069,#,0.069,999,1,#,1.4,#,1.4
2002,0211520,02,204,01,0,1,#,0.068,#,0.068,999,1,#,1.7,#,1.7
2002,0211670,02,213,05,0,1,#,0.17,#,0.17,999,1,#,0.77,#,0.77
2002,0211690,02,215,01,0,1,#,0.067,#,0.067,999,1,#,0.23,#,0.23
2002,0211760,02,219,03,0,1,#,0.67,#,0.67,999,1,#,0.48,#,0.48
2002,0211800,02,221,03,0,1,#,0.7,#,0.7,999,1,#,41,#,41
2002,0212080,02,246,01,0,1,#,0.067,#,0.067,999,1,#,0.46,#,0.46
2002,0212310,02,257,07,0,1,#,0.079,#,0.079,999,1,#,0.24,#,0.24
2002,0214450,02,258,01,0,1,#,0.067,#,0.067,999,1,#,1.3,#,1.3
2002,0212900,02,287,03,0,1,#,0.24,#,0.24,999,1,#,0.74,#,0.74
2002,0214490,02,297,02,0,1,#,0.073,#,0.073,999,1,#,0.24,#,0.24
2002,0220660,02,501,01,0,1,#,0.067,#,0.067,999,1,#,8.8,#,8.8
2002,0220670,02,501,02,0,1,#,0.069,#,0.069,999,1,#,8.7,#,8.7
2002,0220680,02,501,51,0,1,#,0.086,#,0.086,999,999,E,99999,E,99999
2002,0220770,02,502,01,0,1,#,0.072,#,0.072,999,1,#,16,#,16
2002,0220790,02,502,03,0,1,#,0.075,#,0.075,999,1,#,29,#,29
2002,0220820,02,502,54,0,1,#,0.12,#,0.12,999,1,#,32,#,32
2002,0220840,02,502,56,0,1,#,0.1,#,0.1,999,1,#,34,#,34
2002,0221100,02,503,01,0,1,#,0.072,#,0.072,999,1,#,2.7,#,2.7
2002,0230250,02,606,02,0,1,#,0.36,#,0.36,999,1,#,6.1,#,6.1
2002,0230320,02,608,03,0,1,#,0.067,#,0.067,999,1,#,0.75,#,0.75
2002,0230330,02,608,04,0,1,#,0.07,#,0.07,999,1,#,0.66,#,0.66
2002,0230790,02,612,01,0,1,#,0.071,#,0.071,999,1,#,11,#,11
2002,0230830,02,613,01,0,1,#,0.067,#,0.067,999,1,#,3.3,#,3.3
2002,0231290,02,619,01,0,1,#,0.067,#,0.067,999,1,#,2.2,#,2.2
2002,0231300,02,619,02,0,1,#,0.067,#,0.067,999,1,#,1,#,1
2002,0231320,02,619,04,0,1,#,0.068,#,0.068,999,1,#,7.1,#,7.1
2002,0231620,02,621,02,0,1,#,0.068,#,0.068,999,1,#,0.24,#,0.24
2002,0231640,02,621,04,0,1,#,0.069,#,0.069,999,1,#,0.28,#,0.28
2002,0310060,03,002,54,0,1,#,0.081,#,0.081,999,1,#,0.36,#,0.36
2002,0310090,03,008,01,0,1,#,0.055,#,0.055,999,1,#,0.2,#,0.2
2002,0310170,03,011,01,0,1,#,0.057,#,0.057,999,1,#,0.42,#,0.42
2002,0310250,03,012,01,0,1,#,0.098,#,0.098,999,1,#,0.66,#,0.66
2002,0310260,03,012,56,0,1,#,0.14,#,0.14,999,1,#,4.7,#,4.7
2002,0312570,03,013,52,0,1,#,0.075,#,0.075,999,1,#,4.2,#,4.2
2002,0310290,03,016,51,0,1,#,0.11,#,0.11,999,1,#,0.51,#,0.51
2002,0310520,03,021,01,0,1,#,0.085,#,0.085,999,1,#,0.63,#,0.63
2002,0310530,03,022,01,0,1,#,0.056,#,0.056,999,1,#,0.21,#,0.21
2002,0310560,03,023,01,0,1,#,0.058,#,0.058,999,1,#,0.22,#,0.22
2002,0310600,03,025,51,0,1,#,0.12,#,0.12,999,1,#,0.66,#,0.66
2002,0310620,03,027,01,0,1,#,0.065,#,0.065,999,1,#,9,#,9
2002,0310640,03,028,01,0,1,#,0.073,#,0.073,999,1,#,0.22,#,0.22
2002,0310690,03,031,01,0,1,#,0.077,#,0.077,999,1,#,7.5,#,7.5
2002,0310700,03,032,01,0,1,#,0.19,#,0.19,999,1,#,1.6,#,1.6
2002,0310710,03,033,01,0,1,#,0.087,#,0.087,999,1,#,0.2,#,0.2
2002,0310720,03,034,01,0,1,#,0.095,#,0.095,999,1,#,0.21,#,0.21
2002,0310730,03,034,51,0,1,#,0.093,#,0.093,999,1,#,0.21,#,0.21
2002,0310760,03,036,01,0,1,#,0.067,#,0.067,999,1,#,0.21,#,0.21
2002,0310770,03,037,01,0,1,#,0.066,#,0.066,999,1,#,0.24,#,0.24
2002,0310810,03,040,02,0,1,#,0.065,#,0.065,999,1,#,0.38,#,0.38
2002,0310860,03,043,01,0,1,#,0.06,#,0.06,999,1,#,0.26,#,0.26
2002,0310870,03,044,01,0,1,#,0.084,#,0.084,999,1,#,0.2,#,0.2
2002,0310880,03,044,02,0,1,#,0.083,#,0.083,999,1,#,0.35,#,0.35
2002,0310950,03,046,02,0,1,#,0.066,#,0.066,999,1,#,0.2,#,0.2
2002,0310960,03,046,03,0,1,#,0.11,#,0.11,999,1,#,0.7,#,0.7
2002,0311950,03,047,02,0,1,#,0.066,#,0.066,999,1,#,0.64,#,0.64
2002,0312690,03,048,51,0,1,#,0.098,#,0.098,999,1,#,0.26,#,0.26
2002,0311050,03,049,01,0,1,#,0.1,#,0.1,999,1,#,2.7,#,2.7
2002,0311090,03,052,01,0,1,#,0.19,#,0.19,999,1,#,0.21,#,0.21
2002,0311120,03,054,02,0,1,#,0.054,#,0.054,999,1,#,0.28,#,0.28
2002,0311150,03,056,02,0,1,#,0.22,#,0.22,999,1,#,0.3,#,0.3
2002,0311160,03,056,03,0,1,#,0.06,#,0.06,999,1,#,0.36,#,0.36
2002,0312150,03,057,51,0,1,#,0.066,#,0.066,999,1,#,0.48,#,0.48
2002,0311260,03,059,01,0,1,#,0.12,#,0.12,999,1,#,0.25,#,0.25
2002,0311290,03,061,01,0,1,#,0.082,#,0.082,999,1,#,0.21,#,0.21
2002,0311360,03,065,01,0,1,#,0.074,#,0.074,999,1,#,0.94,#,0.94
2002,0311370,03,066,01,0,1,#,0.068,#,0.068,999,1,#,0.31,#,0.31
2002,0311400,03,067,01,0,1,#,0.073,#,0.073,999,1,#,0.22,#,0.22
2002,0311410,03,068,01,0,1,#,0.34,#,0.34,999,1,#,3.4,#,3.4
2002,0311490,03,073,01,0,1,#,0.063,#,0.063,999,1,#,0.2,#,0.2
2002,0311520,03,074,01,0,1,#,0.064,#,0.064,999,1,#,0.21,#,0.21
2002,0311640,03,077,51,0,1,#,0.062,#,0.062,999,1,#,0.2,#,0.2
2002,0311710,03,081,01,0,1,#,0.067,#,0.067,999,1,#,0.21,#,0.21
2002,0311720,03,082,01,0,1,#,0.12,#,0.12,999,1,#,0.4,#,0.4
2002,0311880,03,096,01,0,1,#,0.055,#,0.055,999,1,#,0.2,#,0.2
2002,0311940,03,202,03,0,1,#,0.095,#,0.095,999,1,#,0.3,#,0.3
2002,0312730,03,246,01,0,1,#,0.083,#,0.083,999,1,#,0.3,#,0.3
2002,0312740,03,247,01,0,1,#,0.055,#,0.055,999,1,#,0.28,#,0.28
2002,0312720,03,248,01,0,1,#,0.064,#,0.064,999,1,#,0.2,#,0.2
2002,0312850,03,250,01,0,1,#,0.063,#,0.063,999,1,#,4.7,#,4.7
2002,0320130,03,506,01,0,1,#,0.1,#,0.1,999,1,#,9.2,#,9.2
2002,0320150,03,507,01,0,1,#,0.073,#,0.073,999,1,#,3.9,#,3.9
2002,0330010,03,604,01,0,1,#,0.047,#,0.047,999,1,#,1.1,#,1.1
2002,0330040,03,605,01,0,1,#,0.088,#,0.088,999,1,#,3.3,#,3.3
2002,0330130,03,610,01,0,1,#,0.066,#,0.066,999,1,#,0.23,#,0.23
2002,0330190,03,612,01,0,1,#,0.054,#,0.054,999,1,#,3.2,#,3.2
2002,0330370,03,620,01,0,1,#,0.063,#,0.063,999,1,#,4.7,#,4.7
2002,0410010,04,001,01,0,2,#,0.062,#,0.042,999,1,#,0.39,#,0.39
2002,0410060,04,002,51,0,2,#,0.09,#,0.057,999,1,#,0.69,#,0.69
2002,0411510,04,003,01,0,2,#,0.98,#,0.56,999,1,#,0.72,#,0.72
2002,0410180,04,005,01,0,1,#,0.16,#,0.16,999,999,E,99999,E,99999
2002,0410190,04,006,01,1,1,#,1.2,#,1.2,999,999,E,99999,E,99999
2002,0410210,04,008,01,0,1,#,0.33,#,0.33,999,1,#,12,#,12
2002,0410250,04,010,01,0,1,#,0.13,#,0.13,999,1,#,2.9,#,2.9
2002,0410280,04,011,01,0,1,#,0.072,#,0.072,999,999,E,99999,E,99999
2002,0410360,04,013,01,0,1,#,0.09,#,0.09,999,999,E,99999,E,99999
2002,0410380,04,014,01,0,1,#,0.14,#,0.14,999,999,E,99999,E,99999
2002,0410500,04,016,01,0,1,#,0.4,#,0.4,999,999,E,99999,E,99999
2002,0410530,04,017,01,0,1,#,1,#,1,999,999,E,99999,E,99999
2002,0410580,04,019,01,0,1,#,0.1,#,0.1,999,999,E,99999,E,99999
2002,0410620,04,021,01,1,1,#,1.7,#,1.7,999,999,E,99999,E,99999
2002,0410630,04,022,01,0,1,#,0.5,#,0.5,999,1,#,1.8,#,1.8
2002,0410670,04,023,01,1,1,#,1.2,#,1.2,999,1,#,1.3,#,1.3
2002,0410720,04,025,51,0,1,#,0.33,#,0.33,999,999,E,99999,E,99999
2002,0410750,04,026,01,0,1,#,0.24,#,0.24,999,1,#,0.48,#,0.48
2002,0410770,04,027,01,0,2,#,0.072,#,0.059,999,1,#,0.26,#,0.26
2002,0411810,04,027,60,0,2,#,0.12,#,0.072,999,1,#,0.79,#,0.79
2002,0410800,04,028,01,0,2,#,0.25,#,0.16,999,1,#,0.57,#,0.57
2002,0410930,04,030,04,0,2,#,0.038,#,0.029,999,1,#,0.16,#,0.16
2002,0410970,04,031,01,0,2,#,0.25,#,0.18,999,1,#,0.54,#,0.54
2002,0411820,04,031,60,0,2,#,0.13,#,0.092,999,1,#,0.87,#,0.87
2002,0411000,04,032,01,0,1,#,0.09,#,0.09,999,1,#,2.8,#,2.8
2002,0411010,04,032,51,0,2,#,0.1,#,0.89,999,2,#,0.62,#,0.62
2002,0411030,04,033,01,0,1,#,0.078,#,0.078,999,1,#,2.4,#,2.4
2002,0411070,04,036,01,0,1,#,0.76,#,0.76,999,1,#,15,#,15
2002,0411080,04,037,01,0,1,#,0.37,#,0.37,999,999,E,99999,E,99999
2002,0411130,04,038,01,0,1,#,0.094,#,0.094,999,1,#,5.1,#,5.1
2002,0411170,04,039,01,0,1,#,0.1,#,0.1,999,1,#,3.5,#,3.5
2002,0411200,04,041,01,0,1,#,0.37,#,0.37,999,999,E,99999,E,99999
2002,0411240,04,043,02,0,1,#,0.95,#,0.95,999,1,#,5.6,#,5.6
2002,0411280,04,045,01,0,1,#,0.077,#,0.077,999,999,E,99999,E,99999
2002,0411290,04,046,01,0,1,#,0.28,#,0.28,999,999,E,99999,E,99999
2002,0411300,04,047,01,0,1,#,0.38,#,0.38,999,999,E,99999,E,99999
2002,0411310,04,048,01,0,1,#,0.39,#,0.39,999,999,E,99999,E,99999
2002,0411320,04,049,01,2,4,#,1.7,#,0.99,999,4,#,24,#,11
2002,0411330,04,050,01,0,1,#,0.37,#,0.37,999,1,#,13,#,13
2002,0411360,04,052,01,0,1,#,0.07,#,0.07,999,999,E,99999,E,99999
2002,0411380,04,054,01,0,1,#,0.2,#,0.2,999,999,E,99999,E,99999
2002,0411430,04,055,01,0,1,#,0.49,#,0.49,999,999,E,99999,E,99999
2002,0411490,04,056,01,0,2,#,0.047,#,0.035,999,1,#,0.3,#,0.3
2002,0411460,04,058,01,0,1,#,0.47,#,0.47,999,999,E,99999,E,99999
2002,0411470,04,059,01,0,1,#,0.24,#,0.24,999,999,E,99999,E,99999
2002,0420050,04,501,01,0,1,#,0.072,#,0.072,999,999,E,99999,E,99999
2002,0420070,04,502,01,0,1,#,0.098,#,0.098,999,999,E,99999,E,99999
2002,0420120,04,504,01,0,1,#,0.077,#,0.077,999,999,E,99999,E,99999
2002,0420180,04,506,01,0,1,#,0.083,#,0.083,999,999,E,99999,E,99999
2002,0420190,04,507,01,0,2,#,0.3,#,0.3,999,1,#,1.6,#,1.6
2002,0420220,04,508,01,2,4,#,2.9,#,1.4,999,4,#,40,#,25
2002,0420240,04,510,01,0,2,#,0.055,#,0.044,999,1,#,10,#,10
2002,0420390,04,511,01,0,1,#,0.15,#,0.15,999,1,#,9.8,#,9.8
2002,0430010,04,601,01,0,1,#,0.097,#,0.097,999,1,#,14,#,14
2002,0430170,04,605,02,0,1,#,0.071,#,0.071,999,1,#,20,#,20
2002,0430290,04,607,01,0,1,#,0.069,#,0.069,999,1,#,15,#,15
2002,0430380,04,610,01,0,1,#,0.077,#,0.077,999,1,#,14,#,14
2002,0430440,04,611,01,0,1,#,0.025,#,0.025,999,1,#,0.62,#,0.62
2002,0430450,04,611,02,0,1,#,0.026,#,0.026,999,1,#,1.3,#,1.3
2002,0430460,04,611,03,0,1,#,0.07,#,0.07,999,999,E,99999,E,99999
2002,0430520,04,612,03,0,1,#,0.048,#,0.048,999,1,#,0.77,#,0.77
2002,0430680,04,613,01,0,1,#,0.069,#,0.069,999,999,E,99999,E,99999
2002,0430810,04,616,01,0,1,#,0.4,#,0.4,999,1,#,5.8,#,5.8
2002,0430850,04,618,01,0,1,#,0.073,#,0.073,999,999,E,99999,E,99999
2002,0430940,04,620,04,0,1,#,0.073,#,0.073,999,999,E,99999,E,99999
2002,0431040,04,621,01,0,1,#,0.071,#,0.071,999,999,E,99999,E,99999
2002,0431710,04,623,03,0,1,#,0.069,#,0.069,999,1,#,16,#,16
2002,0431270,04,625,07,0,1,#,0.068,#,0.068,999,1,#,6.4,#,6.4
2002,0431280,04,625,08,0,1,#,0.075,#,0.075,999,1,#,11,#,11
2002,0431300,04,625,10,0,1,#,0.068,#,0.068,999,999,E,99999,E,99999
2002,0431310,04,625,11,0,1,#,0.085,#,0.085,999,999,E,99999,E,99999
2002,0510010,05,001,01,0,1,#,0.091,#,0.091,999,1,#,0.25,#,0.25
2002,0510020,05,002,01,0,1,#,0.082,#,0.082,999,1,#,0.25,#,0.25
2002,0510070,05,003,06,0,1,#,0.074,#,0.074,999,1,#,0.61,#,0.61
2002,0510080,05,003,08,0,1,#,0.076,#,0.076,999,1,#,1.9,#,1.9
2002,0510160,05,005,01,0,1,#,0.087,#,0.087,999,1,#,0.24,#,0.24
2002,0510190,05,007,01,0,1,#,0.082,#,0.082,999,1,#,0.24,#,0.24
2002,0510270,05,012,01,0,1,#,0.14,#,0.14,999,1,#,0.24,#,0.24
2002,0510320,05,022,01,0,1,#,0.073,#,0.073,999,1,#,0.24,#,0.24
2002,0510350,05,026,01,0,1,#,0.17,#,0.17,999,1,#,0.25,#,0.25
2002,0513700,05,044,21,0,1,#,0.37,#,0.37,999,1,#,0.52,#,0.52
2002,0510530,05,053,09,0,2,#,0.22,#,0.18,999,2,#,7.9,#,4.3
2002,0510610,05,054,01,0,1,#,0.18,#,0.18,999,1,#,0.35,#,0.35
2002,0510670,05,058,01,0,1,#,0.11,#,0.11,999,1,#,0.24,#,0.24
2002,0510780,05,068,01,0,1,#,0.11,#,0.11,999,1,#,3,#,3
2002,0510880,05,077,01,0,1,#,0.16,#,0.16,999,1,#,0.7,#,0.7
2002,0510980,05,081,01,0,1,#,0.077,#,0.077,999,1,#,0.23,#,0.23
2002,0511060,05,090,01,0,1,#,0.34,#,0.34,999,1,#,0.87,#,0.87
2002,0511090,05,095,01,0,1,#,0.15,#,0.15,999,1,#,1,#,1
2002,0511180,05,100,01,0,1,#,0.5,#,0.5,999,1,#,0.34,#,0.34
2002,0511210,05,102,01,0,1,#,0.34,#,0.34,999,1,#,0.28,#,0.28
2002,0511230,05,103,01,1,2,#,1.1,#,0.66,999,1,#,1.1,#,1.1
2002,0511270,05,104,02,0,1,#,0.093,#,0.093,999,1,#,0.87,#,0.87
2002,0511290,05,105,01,0,1,#,0.11,#,0.11,999,1,#,4.9,#,4.9
2002,0511320,05,106,02,0,1,#,0.33,#,0.33,999,1,#,6,#,6
2002,0511360,05,109,01,0,1,#,0.18,#,0.18,999,1,#,1.2,#,1.2
2002,0511390,05,110,01,0,4,#,0.93,#,0.56,999,1,#,1.4,#,1.4
2002,0511600,05,129,01,0,1,#,0.12,#,0.12,999,1,#,1.1,#,1.1
2002,0511640,05,131,01,1,2,#,1.1,#,0.67,999,1,#,0.91,#,0.91
2002,0511670,05,201,01,0,1,#,0.11,#,0.11,999,1,#,0.89,#,0.89
2002,0520010,05,501,01,0,1,#,0.067,#,0.067,999,1,#,8.8,#,8.8
2002,0520020,05,501,02,0,1,#,0.069,#,0.069,999,1,#,8.7,#,8.7
2002,0520060,05,501,57,0,1,#,0.086,#,0.086,999,999,E,99999,E,99999
