,地点統一番号,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,緯度_Ｎ,経度_Ｅ,緯度_Ｎ_dms,経度_Ｅ_dms,天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度(m),採取_年,採取_月日,採取_時分,採取_年月日時分,カドミウム(mg/l),全シアン(mg/l),鉛(mg/l),六価クロム(mg/l),砒素(mg/l),総水銀(mg/l),アルキル水銀(mg/l),PCB(mg/l),有機リン(mg/l),ジクロロメタン(mg/l),四塩化炭素(mg/l),1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン(mg/l),トリクロロエチレン(mg/l),テトラクロロエチレン(mg/l),1，3-ジクロロプロペン(mg/l),チウラム(mg/l),シマンジン(mg/l),チオベンカルプ(mg/l),ベンゼン(mg/l),セレン(mg/l),亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素(mg/l),ほう素(mg/l),pH,DO(mg/l),BOD(mg/l),COD(mg/l),SS(mg/l),大腸菌群数(MPN/100ml),n-ヘキサン抽出物質(mg/l),全窒素(mg/l),全燐(mg/l),採取水深_mod(m),採取水深分层番号
35093,1360359,Ｓｔ‐２７,ＳＴ．２７,St-27,35.56000000,139.86611111, 35:33:36,139:51:58,,,152.0,,,20.5,,17.0,,1995,704,1215.0,1995-07-04 12:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,6.3,,2.4,,,,0.47,0.05,160.0,5
35092,1360359,Ｓｔ‐２７,ＳＴ．２７,St-27,35.56000000,139.86611111, 35:33:36,139:51:58,10.0,,352.0,181.0,21.6,22.1,,17.0,1.8,1995,704,1215.0,1995-07-04 12:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,7.6,,4.4,,,,1.0,0.09,0.0,5
35095,1360359,Ｓｔ‐２７,ＳＴ．２７,St-27,35.56000000,139.86611111, 35:33:36,139:51:58,,,181.0,,,9.1,,17.5,,1996,110,1110.0,1996-01-10 11:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,9.3,,2.1,,,,1.1,0.069,165.0,5
35094,1360359,Ｓｔ‐２７,ＳＴ．２７,St-27,35.56000000,139.86611111, 35:33:36,139:51:58,1.0,,182.0,180.0,7.2,8.4,,17.5,4.1,1996,110,1110.0,1996-01-10 11:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,9.5,,2.6,,,,1.7,0.1,0.0,5
32425,1360359,Ｓｔ‐２７,ＳＴ．２７,St-27,35.56000000,139.86611111, 35:33:36,139:51:58,,,212.0,,,18.3,,16.2,,1996,703,1110.0,1996-07-03 11:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.4,,2.1,,,,0.73,0.11,152.0,5
32424,1360359,Ｓｔ‐２７,ＳＴ．２７,St-27,35.56000000,139.86611111, 35:33:36,139:51:58,2.0,,152.0,172.0,26.2,24.0,,16.2,1.4,1996,703,1110.0,1996-07-03 11:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,14.0,,6.9,,,,1.2,0.08800000000000001,0.0,5
32427,1360359,Ｓｔ‐２７,ＳＴ．２７,St-27,35.56000000,139.86611111, 35:33:36,139:51:58,,,151.0,,,12.6,,17.4,,1997,108,1110.0,1997-01-08 11:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,8.0,,1.7,,,,0.83,0.047,164.0,5
32426,1360359,Ｓｔ‐２７,ＳＴ．２７,St-27,35.56000000,139.86611111, 35:33:36,139:51:58,2.0,,151.0,180.0,8.7,11.1,,17.4,3.1,1997,108,1110.0,1997-01-08 11:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,9.6,,3.8,,,,1.2,0.084,0.0,5
29757,1360359,Ｓｔ‐２７,ＳＴ．２７,St-27,35.56000000,139.86611111, 35:33:36,139:51:58,,,241.0,,,19.8,,16.6,,1997,702,1057.0,1997-07-02 10:57:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,3.6,,1.9,,,,0.61,0.065,156.0,5
29756,1360359,Ｓｔ‐２７,ＳＴ．２７,St-27,35.56000000,139.86611111, 35:33:36,139:51:58,2.0,,152.0,181.0,23.2,23.3,,16.6,2.6,1997,702,1057.0,1997-07-02 10:57:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,8.6,,4.6,,,,0.79,0.069,0.0,5
