,地点統一番号,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,緯度_Ｎ,経度_Ｅ,緯度_Ｎ_dms,経度_Ｅ_dms,天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度(m),採取_年,採取_月日,採取_時分,採取_年月日時分,カドミウム(mg/l),全シアン(mg/l),鉛(mg/l),六価クロム(mg/l),砒素(mg/l),総水銀(mg/l),アルキル水銀(mg/l),PCB(mg/l),有機リン(mg/l),ジクロロメタン(mg/l),四塩化炭素(mg/l),1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン(mg/l),トリクロロエチレン(mg/l),テトラクロロエチレン(mg/l),1，3-ジクロロプロペン(mg/l),チウラム(mg/l),シマンジン(mg/l),チオベンカルプ(mg/l),ベンゼン(mg/l),セレン(mg/l),亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素(mg/l),ほう素(mg/l),pH,DO(mg/l),BOD(mg/l),COD(mg/l),SS(mg/l),大腸菌群数(MPN/100ml),n-ヘキサン抽出物質(mg/l),全窒素(mg/l),全燐(mg/l),採取水深_mod(m),採取水深分层番号
34601,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,153.0,,,20.5,,14.2,,1995,705,1149.0,1995-07-05 11:49:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,3.3,,2.8,,,,0.76,0.068,132.0,5
34600,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,10.0,,152.0,181.0,21.8,22.1,,14.2,1.5,1995,705,1149.0,1995-07-05 11:49:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.3,,5.9,,,,3.3,0.31,0.0,5
34603,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,381.0,,,9.2,,13.8,,1996,111,953.0,1996-01-11 09:53:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,9.0,,2.1,,,,1.3,0.083,128.0,5
34602,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,1.0,,381.0,180.0,9.1,8.7,,13.8,3.4,1996,111,953.0,1996-01-11 09:53:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,9.2,,2.3,,,,1.8,0.11,0.0,5
31933,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,151.0,,,19.8,,12.3,,1996,704,1225.0,1996-07-04 12:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,2.3,,2.7,,,,1.0,0.14,113.0,5
31932,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,1.0,,151.0,172.0,25.4,24.3,,12.3,1.4,1996,704,1225.0,1996-07-04 12:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,11.0,,6.2,,,,2.1,0.2,0.0,5
31935,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,181.0,,,11.9,,13.2,,1997,109,1235.0,1997-01-09 12:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,8.4,,1.7,,,,1.0,0.061,122.0,5
31934,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,1.0,,181.0,81.0,8.8,10.8,,13.2,2.8,1997,109,1235.0,1997-01-09 12:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,9.0,,2.3,,,,1.5,0.095,0.0,5
29265,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,11.0,,,20.8,,13.8,,1997,703,1331.0,1997-07-03 13:31:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.7,,2.5,,,,0.97,0.15,128.0,5
29264,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,2.0,,152.0,181.0,27.0,24.4,,13.8,1.9,1997,703,1331.0,1997-07-03 13:31:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,9.9,,4.8,,,,1.3,0.099,0.0,5
29267,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,151.0,,,12.4,,14.1,,1998,108,1149.0,1998-01-08 11:49:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,,1.5,,,,1.0,0.08,131.0,5
29266,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,4.0,,181.0,180.0,5.0,10.7,,14.1,4.1,1998,108,1149.0,1998-01-08 11:49:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,7.5,,2.0,,,,1.7,0.13,0.0,5
26621,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,181.0,,,23.5,,5.8,,1998,708,1141.0,1998-07-08 11:41:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,4.5,,3.6,,,,1.4,0.14,48.0,2
26620,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,4.0,,152.0,181.0,29.7,26.5,,5.8,1.7,1998,708,1141.0,1998-07-08 11:41:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,10.0,,6.0,,,,1.8,0.18,0.0,5
26623,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,151.0,,,11.8,,7.0,,1999,107,1123.0,1999-01-07 11:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,8.7,,1.7,,,,1.3,0.081,60.0,3
26622,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,4.0,,151.0,180.0,10.2,11.4,,7.0,4.4,1999,107,1123.0,1999-01-07 11:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,9.1,,1.8,,,,1.3,0.084,0.0,5
24117,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,,,,18.4,,13.3,,1999,708,1158.0,1999-07-08 11:58:00,,,,,,,,,,,,,,,,,,,,,,,,,0.052000000000000005,0.3,,,7.8,1.2,,1.6,,,,0.69,0.127,12.3,1
24116,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,,,25.0,22.9,,13.3,1.8,1999,708,1158.0,1999-07-08 11:58:00,,,,,,,,,,,,,,,,,,,,,,,,,0.069,0.96,,,8.2,9.7,,5.0,,,,2.18,0.2,0.0,5
24119,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,,,,12.7,,14.1,,2000,112,1114.0,2000-01-12 11:14:00,,,,,,,,,,,,,,,,,,,,,,,,,0.08800000000000001,0.56,,,8.0,7.4,,1.6,,,,1.49,0.094,13.1,1
24118,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,,,6.4,11.6,,14.1,2.9,2000,112,1114.0,2000-01-12 11:14:00,,,,,,,,,,,,,,,,,,,,,,,,,0.077,0.49,,,8.0,7.9,,1.6,,,,1.22,0.08,0.0,5
21645,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,,,,19.8,,13.5,,2000,707,1103.0,2000-07-07 11:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.8,,2.0,,,,0.59,0.122,12.5,1
21644,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,,,23.3,24.5,,13.5,1.2,2000,707,1103.0,2000-07-07 11:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,11.5,,7.5,,,,2.55,0.22899999999999998,0.0,5
21647,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,,,,10.7,,14.0,,2001,112,1101.0,2001-01-12 11:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.2,,1.6,,,,1.04,0.068,13.0,1
21646,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,,,7.2,9.7,,14.0,5.0,2001,112,1101.0,2001-01-12 11:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.3,,2.3,,,,1.96,0.11,0.0,5
19173,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,,,,21.5,,11.7,,2001,706,1002.0,2001-07-06 10:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,2.6,,3.2,,,,0.75,0.079,10.7,1
19172,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,,,26.2,26.0,,11.7,1.2,2001,706,1002.0,2001-07-06 10:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,14.8,,7.2,,,,1.43,0.102,0.0,5
19175,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,,,,10.0,,14.1,,2002,110,1051.0,2002-01-10 10:51:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,8.4,,2.2,,,,1.23,0.084,13.1,1
19174,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,,,8.0,9.6,,14.1,2.3,2002,110,1051.0,2002-01-10 10:51:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,8.6,,2.4,,,,1.6,0.1,0.0,5
16692,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,,,26.5,24.1,,13.5,1.5,2002,704,1048.0,2002-07-04 10:48:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,16.2,,5.1,,,,2.31,0.217,0.0,5
16693,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,,,,18.5,,13.5,,2002,704,1048.0,2002-07-04 10:48:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,0.5,,2.3,,,,0.69,0.19399999999999998,12.5,1
16694,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,,,9.4,9.7,,14.3,4.0,2003,110,1002.0,2003-01-10 10:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,8.9,,3.1,,,,1.51,0.091,0.0,5
16695,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,,,,11.2,,14.3,,2003,110,1002.0,2003-01-10 10:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,7.7,,2.9,,,,0.94,0.051,13.3,1
14272,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,,,,20.5,,13.1,,2003,707,1328.0,2003-07-07 13:28:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,0.8,,2.5,,,,0.67,0.162,12.1,1
14271,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,,,23.2,23.5,,13.1,1.5,2003,707,1328.0,2003-07-07 13:28:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,8.9,,4.7,,,,2.33,0.215,0.0,5
14274,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,,,,14.4,,13.6,,2004,105,1300.0,2004-01-05 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,5.2,,1.8,,,,0.86,0.055,12.6,1
14273,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,,,9.1,12.2,,13.6,2.3,2004,105,1300.0,2004-01-05 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,9.4,,3.2,,,,1.74,0.087,0.0,5
11916,1360155,Ｓｔ‐７,ＳＴ．７,St-7,35.61444444,139.82166667, 35:36:52,139:49:18,,,,,,20.8,,11.7,,2004,705,1233.0,2004-07-05 12:33:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,0.8,,2.2,,,,0.77,0.147,10.7,1
