,地点統一番号,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,緯度_Ｎ,経度_Ｅ,緯度_Ｎ_dms,経度_Ｅ_dms,天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度(m),採取_年,採取_月日,採取_時分,採取_年月日時分,カドミウム(mg/l),全シアン(mg/l),鉛(mg/l),六価クロム(mg/l),砒素(mg/l),総水銀(mg/l),アルキル水銀(mg/l),PCB(mg/l),有機リン(mg/l),ジクロロメタン(mg/l),四塩化炭素(mg/l),1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン(mg/l),トリクロロエチレン(mg/l),テトラクロロエチレン(mg/l),1，3-ジクロロプロペン(mg/l),チウラム(mg/l),シマンジン(mg/l),チオベンカルプ(mg/l),ベンゼン(mg/l),セレン(mg/l),亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素(mg/l),ほう素(mg/l),pH,DO(mg/l),BOD(mg/l),COD(mg/l),SS(mg/l),大腸菌群数(MPN/100ml),n-ヘキサン抽出物質(mg/l),全窒素(mg/l),全燐(mg/l),採取水深_mod(m),採取水深分层番号
51019,1460801,浦賀港内,ウラガコウナイ,,35.23777778,139.72444444, 35:14:16,139:43:28,4.0,,,,17.3,14.3,,10.5,3.0,1989,410,1137.0,1989-04-10 11:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.6,,1.6,,100.0,,0.53,0.036000000000000004,5.0,2
51020,1460801,浦賀港内,ウラガコウナイ,,35.23777778,139.72444444, 35:14:16,139:43:28,0.0,,,,,14.1,,,,1989,410,1137.0,1989-04-10 11:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,,1.5,,,,0.49,0.038,9.5,4
51022,1460801,浦賀港内,ウラガコウナイ,,35.23777778,139.72444444, 35:14:16,139:43:28,2.0,,,,20.0,16.0,,10.5,7.0,1989,508,1215.0,1989-05-08 12:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,7.8,,1.3,,17.0,,0.52,0.031,5.0,2
51023,1460801,浦賀港内,ウラガコウナイ,,35.23777778,139.72444444, 35:14:16,139:43:28,0.0,,,,,15.5,,,,1989,508,1215.0,1989-05-08 12:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,7.3,,1.7,,,,0.48,0.04,9.5,4
51025,1460801,浦賀港内,ウラガコウナイ,,35.23777778,139.72444444, 35:14:16,139:43:28,4.0,,,,24.0,19.8,,10.5,3.0,1989,605,1115.0,1989-06-05 11:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,8.2,,2.9,,170.0,,0.51,0.045,5.0,2
51026,1460801,浦賀港内,ウラガコウナイ,,35.23777778,139.72444444, 35:14:16,139:43:28,0.0,,,,,18.0,,,,1989,605,1115.0,1989-06-05 11:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.8,,1.5,,,,0.37,0.040999999999999995,9.5,4
51028,1460801,浦賀港内,ウラガコウナイ,,35.23777778,139.72444444, 35:14:16,139:43:28,10.0,,,,18.1,18.5,,10.5,3.5,1989,703,1048.0,1989-07-03 10:48:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,7.3,,2.9,,2200.0,,0.66,0.046,5.0,2
51029,1460801,浦賀港内,ウラガコウナイ,,35.23777778,139.72444444, 35:14:16,139:43:28,0.0,,,,,17.2,,,,1989,703,1048.0,1989-07-03 10:48:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,6.2,,1.0,,,,0.27,0.03,9.5,4
51031,1460801,浦賀港内,ウラガコウナイ,,35.23777778,139.72444444, 35:14:16,139:43:28,1.0,,,,27.3,25.4,,10.5,3.0,1989,807,1145.0,1989-08-07 11:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.1,,2.5,,700.0,,0.64,0.054000000000000006,5.0,2
51032,1460801,浦賀港内,ウラガコウナイ,,35.23777778,139.72444444, 35:14:16,139:43:28,0.0,,,,,23.9,,,,1989,807,1145.0,1989-08-07 11:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,,2.2,,,,0.41,0.051,9.5,4
51034,1460801,浦賀港内,ウラガコウナイ,,35.23777778,139.72444444, 35:14:16,139:43:28,4.0,,,,26.3,23.9,,10.5,3.0,1989,905,1110.0,1989-09-05 11:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,5.7,,2.2,,5400.0,,0.68,0.099,5.0,2
51035,1460801,浦賀港内,ウラガコウナイ,,35.23777778,139.72444444, 35:14:16,139:43:28,0.0,,,,,23.5,,,,1989,905,1110.0,1989-09-05 11:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,5.5,,1.4,,,,0.47,0.059000000000000004,9.5,4
