,地点統一番号,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,緯度_Ｎ,経度_Ｅ,緯度_Ｎ_dms,経度_Ｅ_dms,天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度(m),採取_年,採取_月日,採取_時分,採取_年月日時分,カドミウム(mg/l),全シアン(mg/l),鉛(mg/l),六価クロム(mg/l),砒素(mg/l),総水銀(mg/l),アルキル水銀(mg/l),PCB(mg/l),有機リン(mg/l),ジクロロメタン(mg/l),四塩化炭素(mg/l),1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン(mg/l),トリクロロエチレン(mg/l),テトラクロロエチレン(mg/l),1，3-ジクロロプロペン(mg/l),チウラム(mg/l),シマンジン(mg/l),チオベンカルプ(mg/l),ベンゼン(mg/l),セレン(mg/l),亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素(mg/l),ほう素(mg/l),pH,DO(mg/l),BOD(mg/l),COD(mg/l),SS(mg/l),大腸菌群数(MPN/100ml),n-ヘキサン抽出物質(mg/l),全窒素(mg/l),全燐(mg/l),採取水深_mod(m),採取水深分层番号
58927,1260103,東京湾１２,トウキヨウワン１２,,35.50805556,140.01333333, 35:30:29,140:00:48,4.0,,,,,13.0,,,,1985,415,1310.0,1985-04-15 13:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.7,,2.6,,17.0,,0.88,0.069,16.0,5
58928,1260103,東京湾１２,トウキヨウワン１２,,35.50805556,140.01333333, 35:30:29,140:00:48,4.0,,,,16.8,12.8,,17.0,3.0,1985,415,1315.0,1985-04-15 13:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,9.3,,2.8,,49.0,,1.0,0.077,0.5,1
58930,1260103,東京湾１２,トウキヨウワン１２,,35.50805556,140.01333333, 35:30:29,140:00:48,2.0,,,,,14.9,,,,1985,508,1244.0,1985-05-08 12:44:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,7.0,,1.8,,0.0,,0.98,0.062,16.0,5
58931,1260103,東京湾１２,トウキヨウワン１２,,35.50805556,140.01333333, 35:30:29,140:00:48,2.0,,,,21.5,17.7,,17.0,5.8,1985,508,1249.0,1985-05-08 12:49:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,7.3,,2.2,,0.0,,1.1,0.038,0.5,1
58933,1260103,東京湾１２,トウキヨウワン１２,,35.50805556,140.01333333, 35:30:29,140:00:48,4.0,,,,,16.2,,,,1985,611,1304.0,1985-06-11 13:04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,5.4,,2.0,,13.0,,0.67,0.049,16.0,5
58934,1260103,東京湾１２,トウキヨウワン１２,,35.50805556,140.01333333, 35:30:29,140:00:48,4.0,,,,24.0,20.0,,17.0,3.0,1985,611,1309.0,1985-06-11 13:09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,8.4,,4.8,,130.0,,1.0,0.07,0.5,1
58936,1260103,東京湾１２,トウキヨウワン１２,,35.50805556,140.01333333, 35:30:29,140:00:48,10.0,,,,,19.1,,,,1985,702,1259.0,1985-07-02 12:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,5.9,,1.8,,790.0,,0.82,0.075,16.0,5
58937,1260103,東京湾１２,トウキヨウワン１２,,35.50805556,140.01333333, 35:30:29,140:00:48,10.0,,,,23.4,21.3,,17.0,1.1,1985,702,1304.0,1985-07-02 13:04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,7.6,,4.1,,2400.0,,1.8,0.11,0.5,1
58939,1260103,東京湾１２,トウキヨウワン１２,,35.50805556,140.01333333, 35:30:29,140:00:48,2.0,,,,,18.9,,,,1985,806,1254.0,1985-08-06 12:54:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,2.0,,4.0,,2.0,,0.87,0.092,16.0,5
58940,1260103,東京湾１２,トウキヨウワン１２,,35.50805556,140.01333333, 35:30:29,140:00:48,2.0,,,,32.2,28.0,,17.0,1.2,1985,806,1259.0,1985-08-06 12:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,8.4,,6.5,,2.0,,1.2,0.083,0.5,1
58942,1260103,東京湾１２,トウキヨウワン１２,,35.50805556,140.01333333, 35:30:29,140:00:48,2.0,,,,,20.6,,,,1985,910,1258.0,1985-09-10 12:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,0.5,,1.4,,8.0,,0.81,0.15,16.0,5
