,地点統一番号,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,緯度_Ｎ,経度_Ｅ,緯度_Ｎ_dms,経度_Ｅ_dms,天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度(m),採取_年,採取_月日,採取_時分,採取_年月日時分,カドミウム(mg/l),全シアン(mg/l),鉛(mg/l),六価クロム(mg/l),砒素(mg/l),総水銀(mg/l),アルキル水銀(mg/l),PCB(mg/l),有機リン(mg/l),ジクロロメタン(mg/l),四塩化炭素(mg/l),1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン(mg/l),トリクロロエチレン(mg/l),テトラクロロエチレン(mg/l),1，3-ジクロロプロペン(mg/l),チウラム(mg/l),シマンジン(mg/l),チオベンカルプ(mg/l),ベンゼン(mg/l),セレン(mg/l),亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素(mg/l),ほう素(mg/l),pH,DO(mg/l),BOD(mg/l),COD(mg/l),SS(mg/l),大腸菌群数(MPN/100ml),n-ヘキサン抽出物質(mg/l),全窒素(mg/l),全燐(mg/l),採取水深_mod(m),採取水深分层番号
55223,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,4.0,,,,21.6,15.7,,51.0,2.4,1987,406,1145.0,1987-04-06 11:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,5.6,,5.5,2.0,,,7.1,0.35,0.0,5
55225,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,1.0,,,,24.0,18.3,,51.0,1.1,1987,506,1155.0,1987-05-06 11:55:00,0.005,,0.05,0.02,0.02,0.0005,,,,,,,,,,,,,,,,,,,,,,,8.6,15.0,,16.0,13.0,,,8.4,0.9,0.0,5
55227,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,1.0,,,,27.0,22.9,,46.0,3.2,1987,616,1148.0,1987-06-16 11:48:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,3.6,,6.6,3.0,,,7.3,0.58,0.0,5
55229,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,2.0,,,,27.0,24.8,,42.0,2.4,1987,713,1238.0,1987-07-13 12:38:00,0.005,,0.05,0.02,0.02,0.0005,,,,,,,,,,,,,,,,,,,,,,,7.6,4.6,,6.3,3.0,,,6.3,0.46,0.0,5
55231,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,2.0,,,,33.0,29.1,,56.0,0.8,1987,817,1151.0,1987-08-17 11:51:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,12.0,,11.0,11.0,,,6.2,0.51,0.0,5
55233,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,4.0,,,,24.5,26.0,,55.0,1.3,1987,916,1159.0,1987-09-16 11:59:00,0.005,,0.05,0.02,0.02,0.0005,,,,,,,,,,,,,,,,,,,,,,,7.6,3.8,,6.4,5.0,,,5.9,0.59,0.0,5
55235,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,1.0,,,,21.5,23.0,,54.0,2.3,1987,1013,1145.0,1987-10-13 11:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,3.8,,5.4,2.0,,,6.9,0.48,0.0,5
55237,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,1.0,,,,16.5,17.2,,52.0,4.1,1987,1124,1200.0,1987-11-24 12:00:00,0.005,,0.05,0.02,0.02,0.0005,,,,,,,,,,,,,,,,,,,,,,,7.7,5.4,,3.6,2.0,,,5.4,0.36,0.0,5
55239,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,4.0,,,,12.0,13.8,,59.0,2.7,1987,1216,1135.0,1987-12-16 11:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,5.9,,4.0,2.0,,,4.6,0.27,0.0,5
55241,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,1.0,,,,9.5,12.0,,52.0,2.6,1988,125,1225.0,1988-01-25 12:25:00,0.005,,0.05,0.02,0.02,0.0005,,,,,,,,,,,,,,,,,,,,,,,7.8,6.9,,4.2,3.0,,,5.4,0.22,0.0,5
55243,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,4.0,,,,8.0,10.2,,42.0,1.6,1988,223,1144.0,1988-02-23 11:44:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,10.0,,5.6,8.0,,,6.3,0.32,0.0,5
55245,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,1.0,,,,9.0,11.7,,48.0,1.9,1988,309,1154.0,1988-03-09 11:54:00,0.005,,0.05,0.02,0.02,0.0005,,,,,,,,,,,,,,,,,,,,,,,8.0,8.4,,5.1,4.0,,,6.4,0.28,0.0,5
52703,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,16.0,,,,16.5,14.2,,52.0,2.7,1988,413,1108.0,1988-04-13 11:08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,6.4,,4.9,4.0,,,6.0,0.44,0.0,5
52705,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,10.0,,,,15.0,19.4,,54.0,1.6,1988,523,1154.0,1988-05-23 11:54:00,0.005,,0.05,0.02,0.02,0.0005,,,,,,,,,,,,,,,,,,,,,,,7.5,5.1,,8.2,10.0,,,7.8,0.44,0.0,5
52707,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,4.0,,,,22.0,22.6,,50.0,1.6,1988,621,1137.0,1988-06-21 11:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,6.7,,7.1,6.0,,,7.3,0.48,0.0,5
52709,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,4.0,,,,25.5,23.2,,45.0,2.0,1988,718,1224.0,1988-07-18 12:24:00,0.005,,0.05,0.02,0.02,0.0005,,,,,,,,,,,,,,,,,,,,,,,7.3,2.6,,5.9,3.0,,,5.7,0.33,0.0,5
52711,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,2.0,,,,26.0,25.5,,49.0,1.5,1988,817,1140.0,1988-08-17 11:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,4.4,,6.4,5.0,,,8.2,0.45,0.0,5
52713,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,4.0,,,,27.5,25.2,,56.0,2.0,1988,919,1157.0,1988-09-19 11:57:00,0.005,,0.05,0.02,0.02,0.0005,,,,,,,,,,,,,,,,,,,,,,,7.5,4.0,,5.2,3.0,,,7.0,0.28,0.0,5
52715,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,4.0,,,,16.5,22.5,,56.0,2.6,1988,1018,1149.0,1988-10-18 11:49:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,3.3,,4.3,2.0,,,6.9,0.4,0.0,5
52717,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,2.0,,,,14.0,18.1,,53.0,2.1,1988,1115,1136.0,1988-11-15 11:36:00,0.005,,0.05,0.02,0.02,0.0005,,,,,,,,,,,,,,,,,,,,,,,7.7,5.1,,4.5,2.0,,,5.9,0.33,0.0,5
52719,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,1.0,,,,11.0,13.5,,56.0,1.8,1988,1214,1125.0,1988-12-14 11:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,6.1,,4.0,3.0,,,6.7,0.35,0.0,5
52721,1360175,港南大橋,コウナンオオハシ,,35.62833333,139.75277778, 35:37:42,139:45:10,4.0,,,,9.0,13.7,,57.0,3.4,1989,117,1155.0,1989-01-17 11:55:00,0.005,,0.05,0.02,0.02,0.0005,,,,,,,,,,,,,,,,,,,,,,,7.8,7.5,,3.7,2.0,,,5.1,0.26,0.0,5
